first_name,second_name,last_name,full_name,album_numer,id_numer,transfer,transfer_date,amount_paid_is_correct,student_id_release_date
Odelinda,,Nicholas,Odelinda  Nicholas,010189,38003430318,14.35 zł,3/10/2023,false,
Malachi,Kristi,Riddel,Malachi Kristi Riddel,662401,77161509369,25.29 zł,18/10/2023,false,
Reena,,Grimsdike,Reena  Grimsdike,749264,02038906260,22.00 zł,4/11/2023,true,27/11/2023
Chadwick,,Hayesman,Chadwick  Hayesman,213813,41522218286,22.00 zł,9/11/2023,true,7/12/2023
Grange,Frans,Coode,Grange Frans Coode,252784,06119375359,22.61 zł,7/11/2023,false,
Anthony,Kristine,Dargavel,Anthony Kristine Dargavel,397366,34530603135,0.00 zł,,false,
Sigfrid,,Procter,Sigfrid  Procter,138670,46206638012,22.00 zł,15/11/2023,true,12/12/2023
Hugo,Renelle,Lett,Hugo Renelle Lett,277185,29842292990,13.27 zł,13/11/2023,false,
Blake,Paulie,Staig,Blake Paulie Staig,437822,09614407364,22.00 zł,15/10/2023,true,24/10/2023
Tom,,Haylor,Tom  Haylor,403816,90284956170,21.73 zł,1/10/2023,false,
Donella,Edita,Bonehill,Donella Edita Bonehill,461138,21823284862,20.27 zł,26/10/2023,false,
Calla,,Mulcaster,Calla  Mulcaster,764408,99391500230,16.14 zł,14/11/2023,false,
Janela,,Thurborn,Janela  Thurborn,738695,93846708916,22.00 zł,9/10/2023,true,22/10/2023
Carroll,Adda,Ambroz,Carroll Adda Ambroz,309211,80664699774,0.00 zł,,false,
Rickard,Amie,Templar,Rickard Amie Templar,534203,57654686508,22.00 zł,4/10/2023,true,24/10/2023
Gabriell,,Doodney,Gabriell  Doodney,733286,05136442392,17.64 zł,5/11/2023,false,
Clemence,Charin,Moen,Clemence Charin Moen,464044,90464674542,22.00 zł,23/10/2023,true,20/11/2023
Jill,Cyril,Wemes,Jill Cyril Wemes,268262,03508990779,22.00 zł,9/10/2023,true,31/10/2023
Coretta,Fernande,Mepsted,Coretta Fernande Mepsted,383242,19592916118,22.00 zł,1/11/2023,true,28/11/2023
Cori,,McCullum,Cori  McCullum,309918,19920986997,0.00 zł,,false,
Meagan,,Barribal,Meagan  Barribal,418316,78326081270,22.00 zł,2/10/2023,true,3/10/2023
Else,,Synke,Else  Synke,796776,40655556172,22.00 zł,11/10/2023,true,27/10/2023
Margarette,,Bensley,Margarette  Bensley,437235,75675837785,26.01 zł,11/11/2023,false,
Merrily,Nero,Leynagh,Merrily Nero Leynagh,510471,22355417077,22.00 zł,24/10/2023,true,7/11/2023
Tyne,,Milborn,Tyne  Milborn,874320,82293502990,0.00 zł,,false,
Rhiamon,Guglielma,Scholl,Rhiamon Guglielma Scholl,567510,20967811977,22.00 zł,7/10/2023,true,9/10/2023
Meir,,Lainton,Meir  Lainton,818830,27662501492,22.00 zł,21/10/2023,true,18/11/2023
Beatrix,Tobin,Yve,Beatrix Tobin Yve,458975,70165312590,18.45 zł,14/10/2023,false,
Gerrilee,Leora,Cattermull,Gerrilee Leora Cattermull,732096,38652629626,0.00 zł,,false,
Mandel,Gabrila,Killeen,Mandel Gabrila Killeen,125027,51450425488,22.00 zł,14/11/2023,true,6/12/2023
Latia,,Pleasance,Latia  Pleasance,235976,01048375562,17.62 zł,29/10/2023,false,
Rici,Ritchie,Preuvost,Rici Ritchie Preuvost,767318,47816266117,24.53 zł,11/11/2023,false,
Jessamyn,Petra,Hearty,Jessamyn Petra Hearty,658461,70200385041,31.21 zł,9/11/2023,false,
Cheryl,,Nehls,Cheryl  Nehls,056874,84922699150,0.00 zł,,false,
Zebulon,,Tappin,Zebulon  Tappin,317788,33747860598,31.23 zł,11/10/2023,false,
Nefen,Lydon,Jakab,Nefen Lydon Jakab,954100,94527552037,0.00 zł,,false,
Judd,Sasha,Gyurkovics,Judd Sasha Gyurkovics,704444,13258615853,0.00 zł,,false,
Florette,Enrichetta,Mellon,Florette Enrichetta Mellon,694987,76000110241,17.88 zł,26/10/2023,false,
Aldridge,,Winchester,Aldridge  Winchester,769336,39752479430,22.61 zł,12/10/2023,false,
Jedd,Garfield,Shenfisch,Jedd Garfield Shenfisch,457582,49503935041,24.91 zł,16/10/2023,false,
Kennan,,Lardeur,Kennan  Lardeur,824596,61669309937,20.86 zł,3/10/2023,false,
Natalya,,Runsey,Natalya  Runsey,726537,24814624360,22.00 zł,8/10/2023,true,7/11/2023
Amara,Prue,Yeardley,Amara Prue Yeardley,000867,60382597599,0.00 zł,,false,
Abra,,Hansbury,Abra  Hansbury,122906,57213829731,0.00 zł,,false,
Ragnar,Riley,Ebrall,Ragnar Riley Ebrall,256854,61419951813,0.00 zł,,false,
Enoch,Sargent,Simeoni,Enoch Sargent Simeoni,422222,32847844922,34.29 zł,1/10/2023,false,
Gunther,Prudence,Strelitz,Gunther Prudence Strelitz,809178,24717090700,21.35 zł,25/10/2023,false,
Trista,Leelah,Robbins,Trista Leelah Robbins,629670,65665989271,0.00 zł,,false,
Janie,Tracy,Grimsell,Janie Tracy Grimsell,364492,38706294998,24.17 zł,10/10/2023,false,
Jacinta,Jared,Bygreaves,Jacinta Jared Bygreaves,088172,33335422435,22.00 zł,15/11/2023,true,2/12/2023
Correna,Belle,Ambrois,Correna Belle Ambrois,861382,81942266700,31.30 zł,13/11/2023,false,
Myranda,,Iglesia,Myranda  Iglesia,101808,81307263563,13.06 zł,11/11/2023,false,
David,,Macia,David  Macia,875633,57973505874,22.00 zł,24/10/2023,true,5/11/2023
Egor,,Sumpner,Egor  Sumpner,041599,78987006018,0.00 zł,,false,
Vittorio,Randi,Lillywhite,Vittorio Randi Lillywhite,663685,38776185764,22.00 zł,2/10/2023,true,23/10/2023
Bethena,,Jerok,Bethena  Jerok,838256,09259499232,0.00 zł,,false,
Suzi,Cristin,Asbrey,Suzi Cristin Asbrey,951927,52971446139,22.00 zł,7/11/2023,true,8/11/2023
Carol-jean,Marlee,Jedrzejczyk,Carol-jean Marlee Jedrzejczyk,615479,32382087170,15.76 zł,18/10/2023,false,
Manny,,Ede,Manny  Ede,799360,68060557874,0.00 zł,,false,
Fergus,Benjie,Roskilly,Fergus Benjie Roskilly,159237,61004561547,21.58 zł,4/10/2023,false,
Allyn,Charleen,Brion,Allyn Charleen Brion,858962,61331014952,0.00 zł,,false,
Ange,,Fernyhough,Ange  Fernyhough,671173,85171451308,22.00 zł,16/10/2023,true,6/11/2023
Corie,,Poole,Corie  Poole,128383,15884595667,0.00 zł,,false,
Constantia,Annis,Raecroft,Constantia Annis Raecroft,401799,63663256459,0.00 zł,,false,
Penelopa,,Skelhorn,Penelopa  Skelhorn,812977,92819700549,0.00 zł,,false,
Archibald,Ranice,Swainsbury,Archibald Ranice Swainsbury,033614,91381805360,21.99 zł,3/11/2023,false,
Symon,Antonin,Peeters,Symon Antonin Peeters,873175,46114949119,27.79 zł,5/10/2023,false,
Artemis,,Plaice,Artemis  Plaice,484056,13556172075,22.10 zł,3/11/2023,false,
Melissa,,Cruz,Melissa  Cruz,266752,75988851718,28.54 zł,14/11/2023,false,
Terri,Star,Swafford,Terri Star Swafford,385390,83738604237,24.10 zł,3/11/2023,false,
Ruprecht,Tamarah,Seaward,Ruprecht Tamarah Seaward,216746,42651238872,0.00 zł,,false,
Cynthea,,Boddy,Cynthea  Boddy,530184,33872207993,0.00 zł,,false,
Eachelle,,Till,Eachelle  Till,072953,21689028690,25.90 zł,3/10/2023,false,
Ginger,,Burg,Ginger  Burg,924407,37066924803,22.00 zł,10/11/2023,true,24/11/2023
Paige,Moyra,Sainsberry,Paige Moyra Sainsberry,675796,04205712818,0.00 zł,,false,
Abbi,,Klampk,Abbi  Klampk,100995,39414180244,29.67 zł,12/11/2023,false,
Arlie,,Cuming,Arlie  Cuming,127178,45343270044,22.00 zł,17/11/2023,true,8/12/2023
Gabbi,,Wardhaw,Gabbi  Wardhaw,309752,98992288435,0.00 zł,,false,
Karl,Rivalee,Yesinov,Karl Rivalee Yesinov,005087,52510203543,22.00 zł,18/10/2023,true,25/10/2023
Manya,,Rubinovici,Manya  Rubinovici,971218,01811223378,0.00 zł,,false,
Lonni,,Dumbarton,Lonni  Dumbarton,764803,83952616883,20.39 zł,14/10/2023,false,
Leah,Dewain,Eckhard,Leah Dewain Eckhard,441578,67748118222,28.76 zł,31/10/2023,false,
Leland,,Reinard,Leland  Reinard,095641,57220342137,0.00 zł,,false,
Torrey,Nicole,Neno,Torrey Nicole Neno,125699,22983899470,13.20 zł,23/10/2023,false,
Chadd,,Muspratt,Chadd  Muspratt,158815,56567760141,22.00 zł,7/11/2023,true,29/11/2023
Fabio,,Daniello,Fabio  Daniello,873540,08944401136,29.61 zł,10/11/2023,false,
Burk,,World,Burk  World,924815,96350941476,13.58 zł,11/11/2023,false,
Anatole,Mirna,Swatradge,Anatole Mirna Swatradge,494553,05414688831,0.00 zł,,false,
Vaughan,Darby,Gosling,Vaughan Darby Gosling,975931,90861593488,22.00 zł,6/11/2023,true,30/11/2023
Isis,,Stallen,Isis  Stallen,045020,83723288443,25.83 zł,17/10/2023,false,
Emelita,Ethelyn,Sime,Emelita Ethelyn Sime,710728,44392556541,27.70 zł,26/10/2023,false,
Camile,Katheryn,Ibanez,Camile Katheryn Ibanez,361916,85284401872,0.00 zł,,false,
Arda,,Di Bartolomeo,Arda  Di Bartolomeo,822969,85489816345,22.00 zł,7/10/2023,true,1/11/2023
Ritchie,Min,Labden,Ritchie Min Labden,274778,08548432798,0.00 zł,,false,
Nesta,Nerty,Threadgold,Nesta Nerty Threadgold,035304,42003250257,22.00 zł,15/11/2023,true,26/11/2023
Tommy,,McRobert,Tommy  McRobert,927135,52524512470,25.14 zł,2/10/2023,false,
Tove,Loria,Thackston,Tove Loria Thackston,316933,60512138616,0.00 zł,,false,
Ivett,Rutherford,Hamlyn,Ivett Rutherford Hamlyn,082829,76118186332,22.00 zł,16/10/2023,true,15/11/2023
Nady,Myrtie,Kauble,Nady Myrtie Kauble,959555,02508969735,26.55 zł,28/10/2023,false,
Donavon,,Kollach,Donavon  Kollach,209373,42390680651,22.00 zł,4/10/2023,true,9/10/2023
Ursola,,MacCawley,Ursola  MacCawley,274289,32173146582,22.00 zł,17/10/2023,true,30/10/2023
Goldarina,,Hullock,Goldarina  Hullock,919063,49598105293,28.01 zł,8/10/2023,false,
Charley,Stevie,Breckin,Charley Stevie Breckin,539613,23745325756,0.00 zł,,false,
Saunder,Katrina,Dacres,Saunder Katrina Dacres,692241,63701862025,22.00 zł,26/10/2023,true,28/10/2023
Karl,Rhiamon,Skain,Karl Rhiamon Skain,046326,87479950978,25.69 zł,12/11/2023,false,
Sholom,Vanni,Le Estut,Sholom Vanni Le Estut,350798,71270304030,22.00 zł,31/10/2023,true,24/11/2023
Wendell,,Daborn,Wendell  Daborn,142363,44624860717,0.00 zł,,false,
Gustave,Towny,Ridgedell,Gustave Towny Ridgedell,813003,97268159623,22.00 zł,19/10/2023,true,27/10/2023
Bernardo,,Munkton,Bernardo  Munkton,066872,53232599374,0.00 zł,,false,
Yasmeen,Guenevere,Shaughnessy,Yasmeen Guenevere Shaughnessy,846037,12695281763,19.11 zł,5/11/2023,false,
Sherye,,Fforde,Sherye  Fforde,226609,54554501534,0.00 zł,,false,
Sven,Livia,Redhole,Sven Livia Redhole,489816,35544644455,24.14 zł,7/10/2023,false,
Karalee,,Coning,Karalee  Coning,891204,67267301358,16.64 zł,15/10/2023,false,
Patten,Andros,Jerram,Patten Andros Jerram,109327,03708864352,22.69 zł,30/10/2023,false,
Mira,,Jaquet,Mira  Jaquet,837779,10493652892,22.00 zł,3/10/2023,true,9/10/2023
Jefferson,,Hilbourne,Jefferson  Hilbourne,614363,81971421618,22.00 zł,28/10/2023,true,17/11/2023
Niki,Bourke,Dreelan,Niki Bourke Dreelan,896593,59148990626,22.00 zł,9/11/2023,true,13/11/2023
Ingelbert,Kenn,Curbishley,Ingelbert Kenn Curbishley,243160,81856361197,0.00 zł,,false,
Elbertina,Sheelah,Ramsdell,Elbertina Sheelah Ramsdell,232071,18583339495,22.00 zł,14/10/2023,true,17/10/2023
Flinn,Kimberlee,Guild,Flinn Kimberlee Guild,657406,14056887019,18.25 zł,9/11/2023,false,
Josh,Gabey,Fishpond,Josh Gabey Fishpond,420608,94104747247,22.00 zł,10/10/2023,true,23/10/2023
Hillier,Loutitia,Story,Hillier Loutitia Story,691227,23116375688,22.00 zł,13/11/2023,true,21/11/2023
Sofie,,Carle,Sofie  Carle,852386,65806319729,22.00 zł,8/11/2023,true,4/12/2023
Desi,,Haldin,Desi  Haldin,614337,54892173858,19.46 zł,15/10/2023,false,
Raleigh,,O'Sheeryne,Raleigh  O'Sheeryne,253669,53469253557,22.00 zł,1/11/2023,true,25/11/2023
Howie,Jeniffer,Tremellan,Howie Jeniffer Tremellan,850704,52471889893,22.00 zł,19/10/2023,true,29/10/2023
Meta,Onofredo,Stansfield,Meta Onofredo Stansfield,316108,42524371139,29.14 zł,20/10/2023,false,
Maddi,Chere,Bodiam,Maddi Chere Bodiam,023906,11704552126,0.00 zł,,false,
Ric,Pansie,Castelijn,Ric Pansie Castelijn,921406,22262761792,0.00 zł,,false,
Brandon,Albert,Stanbridge,Brandon Albert Stanbridge,140173,18293414568,0.00 zł,,false,
Olivero,,Dicky,Olivero  Dicky,096067,07435169083,22.00 zł,14/10/2023,true,27/10/2023
Giles,,Durnill,Giles  Durnill,163030,37925483653,0.00 zł,,false,
Kurtis,Dennie,Bankhurst,Kurtis Dennie Bankhurst,319404,36529457537,22.00 zł,24/10/2023,true,23/11/2023
Richard,,Wilce,Richard  Wilce,220998,26168346797,0.00 zł,,false,
Emelina,,Capaldi,Emelina  Capaldi,780054,67316147207,24.59 zł,14/10/2023,false,
Renaldo,Harriett,Cason,Renaldo Harriett Cason,831880,91835310160,30.50 zł,24/10/2023,false,
Iain,,Cockburn,Iain  Cockburn,179409,70620386493,23.28 zł,21/10/2023,false,
Hailee,,Doring,Hailee  Doring,552230,57447827152,17.29 zł,17/11/2023,false,
Archibaldo,,Clift,Archibaldo  Clift,525987,66066162389,0.00 zł,,false,
Quill,,Haswell,Quill  Haswell,638496,23031870922,22.00 zł,25/10/2023,true,31/10/2023
Bernadina,Xymenes,Hancke,Bernadina Xymenes Hancke,325578,56458352505,25.01 zł,22/10/2023,false,
Abby,,Baum,Abby  Baum,896621,73915939998,24.75 zł,27/10/2023,false,
Thebault,,Shafto,Thebault  Shafto,184854,87591733731,0.00 zł,,false,
Cathryn,Rozalie,Islep,Cathryn Rozalie Islep,851650,87314966490,0.00 zł,,false,
Marie-ann,Mathilde,Landers,Marie-ann Mathilde Landers,672630,10075194166,13.89 zł,8/11/2023,false,
Gisella,,Tarquinio,Gisella  Tarquinio,517489,70024107431,0.00 zł,,false,
Sonnnie,,Mallison,Sonnnie  Mallison,955699,38039626581,10.92 zł,8/11/2023,false,
Georgette,,Stoves,Georgette  Stoves,461444,96408280908,22.00 zł,8/11/2023,true,7/12/2023
Tammie,Susanna,Stockell,Tammie Susanna Stockell,776663,78854656635,22.00 zł,18/10/2023,true,20/10/2023
Marmaduke,Remington,Ace,Marmaduke Remington Ace,398721,38969166789,22.00 zł,15/11/2023,true,23/11/2023
Anatollo,,Say,Anatollo  Say,490096,38379031634,25.58 zł,14/10/2023,false,
Glenine,,Windous,Glenine  Windous,182416,67233615788,22.00 zł,12/10/2023,true,31/10/2023
Wilone,,Bedberry,Wilone  Bedberry,095312,58695568265,22.00 zł,27/10/2023,true,29/10/2023
Thaine,,Hulson,Thaine  Hulson,566174,32386559399,22.00 zł,17/11/2023,true,1/12/2023
Garvy,,Awdry,Garvy  Awdry,921600,49243175795,20.30 zł,12/11/2023,false,
Steffie,,Longland,Steffie  Longland,194443,51656221769,22.00 zł,8/11/2023,true,30/11/2023
Simonne,,Pratte,Simonne  Pratte,654318,26148210128,0.00 zł,,false,
Aida,Janka,Mapplebeck,Aida Janka Mapplebeck,252237,21474316281,26.35 zł,8/11/2023,false,
Tracy,Brit,Baudinet,Tracy Brit Baudinet,249372,30467882792,23.29 zł,26/10/2023,false,
Clementina,,Rosengren,Clementina  Rosengren,034791,59017199196,22.00 zł,16/11/2023,true,18/11/2023
Mannie,Dennison,Hughill,Mannie Dennison Hughill,704224,97308883943,0.00 zł,,false,
Giffy,Far,Dulen,Giffy Far Dulen,616153,53240862024,23.27 zł,18/10/2023,false,
Pammy,Prince,Le Borgne,Pammy Prince Le Borgne,100642,77315806333,0.00 zł,,false,
Noelani,Jareb,Betts,Noelani Jareb Betts,961715,95717990120,22.00 zł,28/10/2023,true,1/11/2023
Georgeanne,,Mordaunt,Georgeanne  Mordaunt,344070,42061104278,16.96 zł,20/10/2023,false,
Obadiah,,Valek,Obadiah  Valek,234656,20915690568,0.00 zł,,false,
Lillian,,Eich,Lillian  Eich,721984,84630484947,20.35 zł,24/10/2023,false,
Carny,Jasmine,Tabart,Carny Jasmine Tabart,056495,46875630227,22.00 zł,13/10/2023,true,3/11/2023
Crissie,Merwin,Braidley,Crissie Merwin Braidley,733804,23364317658,0.00 zł,,false,
Cornie,,Marchington,Cornie  Marchington,708087,04043390512,23.00 zł,1/11/2023,false,
Lidia,,O'Lenane,Lidia  O'Lenane,689093,66581082108,0.00 zł,,false,
Courtenay,Abey,O'Heffernan,Courtenay Abey O'Heffernan,534387,46186170992,20.91 zł,12/11/2023,false,
Raye,Ruprecht,Janacek,Raye Ruprecht Janacek,858046,77235714986,18.91 zł,29/10/2023,false,
Milli,,Wallwood,Milli  Wallwood,601913,97503794979,0.00 zł,,false,
Broderic,,Caffin,Broderic  Caffin,818794,05786988251,24.33 zł,26/10/2023,false,
Gretal,,Chaperlin,Gretal  Chaperlin,892011,91725686775,22.00 zł,6/10/2023,true,28/10/2023
Lockwood,Yvon,Donisi,Lockwood Yvon Donisi,168813,64864811354,22.00 zł,10/11/2023,true,4/12/2023
Devland,Wolfie,Rumgay,Devland Wolfie Rumgay,564517,14967599587,0.00 zł,,false,
Aurel,,Begbie,Aurel  Begbie,530655,80052746456,23.15 zł,11/11/2023,false,
Laryssa,Cornelia,Clohessy,Laryssa Cornelia Clohessy,565586,98732462421,22.00 zł,4/11/2023,true,17/11/2023
Ave,Hersh,Semour,Ave Hersh Semour,900744,50945050373,23.99 zł,15/11/2023,false,
Warren,,Lardnar,Warren  Lardnar,868276,03770667552,22.00 zł,3/11/2023,true,22/11/2023
Artus,Ami,Fibbings,Artus Ami Fibbings,388457,04200555690,0.00 zł,,false,
Emmi,,Bonick,Emmi  Bonick,552079,50842535577,22.00 zł,16/11/2023,true,30/11/2023
Mareah,Randene,Clewarth,Mareah Randene Clewarth,764190,63949744777,27.91 zł,9/11/2023,false,
Milton,Stafani,Taplin,Milton Stafani Taplin,908078,18408392470,22.00 zł,24/10/2023,true,8/11/2023
Levon,,O'Riordan,Levon  O'Riordan,101199,36182393094,25.23 zł,17/10/2023,false,
Kassandra,Bernie,Axworthy,Kassandra Bernie Axworthy,738927,25784401041,14.61 zł,2/11/2023,false,
Hillery,Edward,Winley,Hillery Edward Winley,937795,96366880427,0.00 zł,,false,
Graham,,Craxford,Graham  Craxford,375101,73405559759,0.00 zł,,false,
Lind,Maddy,Boutcher,Lind Maddy Boutcher,076520,53599373251,0.00 zł,,false,
Dennis,,McKeller,Dennis  McKeller,590908,79658678164,28.08 zł,7/10/2023,false,
Link,Natividad,Jalland,Link Natividad Jalland,138722,15883690182,0.00 zł,,false,
Darwin,,Townsend,Darwin  Townsend,689007,73334879177,15.04 zł,3/11/2023,false,
Dorena,Lisette,Joffe,Dorena Lisette Joffe,969696,31893227761,28.36 zł,3/10/2023,false,
Lee,,Forson,Lee  Forson,427355,65410133561,0.00 zł,,false,
Giusto,Mureil,Arendsen,Giusto Mureil Arendsen,824804,19650708283,0.00 zł,,false,
Arnaldo,,Conahy,Arnaldo  Conahy,139207,59273913630,25.31 zł,21/10/2023,false,
Marcela,Vittoria,Irvin,Marcela Vittoria Irvin,752051,94027441170,0.00 zł,,false,
Tania,Wally,Munn,Tania Wally Munn,593608,80739389253,22.00 zł,12/11/2023,true,14/11/2023
Daisi,Madonna,D'Orsay,Daisi Madonna D'Orsay,457175,75281576201,0.00 zł,,false,
Karla,Martynne,Hayer,Karla Martynne Hayer,021501,43577665580,21.14 zł,1/10/2023,false,
Shelby,,Truran,Shelby  Truran,792747,74940879544,0.00 zł,,false,
Toby,,Gras,Toby  Gras,344026,34173883184,22.99 zł,6/11/2023,false,
Pippo,,Bownes,Pippo  Bownes,721648,71595905607,21.39 zł,20/10/2023,false,
Dan,Tory,Kneal,Dan Tory Kneal,010481,85367618229,22.00 zł,1/11/2023,true,5/11/2023
Inger,,Slym,Inger  Slym,069294,76221562646,18.84 zł,29/10/2023,false,
Zebulen,Gonzales,Lahiff,Zebulen Gonzales Lahiff,385238,43578514163,28.55 zł,17/10/2023,false,
Johnathon,,Gianiello,Johnathon  Gianiello,531118,53587439915,22.00 zł,14/10/2023,true,26/10/2023
Dahlia,,Sharpous,Dahlia  Sharpous,906126,82520616580,22.00 zł,13/10/2023,true,3/11/2023
Damiano,,McGannon,Damiano  McGannon,257114,03391323241,17.41 zł,11/10/2023,false,
Sidnee,Allis,Keunemann,Sidnee Allis Keunemann,648241,98507926226,22.00 zł,2/10/2023,true,30/10/2023
Alli,,Burgen,Alli  Burgen,183032,93022558397,0.00 zł,,false,
Francisco,Reyna,Lovart,Francisco Reyna Lovart,833870,85572932179,0.00 zł,,false,
Wiatt,Bianca,Truse,Wiatt Bianca Truse,731713,89771601633,0.00 zł,,false,
Lyda,Linell,Gonning,Lyda Linell Gonning,032991,84175818286,0.00 zł,,false,
Dean,,McLenaghan,Dean  McLenaghan,135659,13123333674,25.61 zł,7/11/2023,false,
Mariya,,Swarbrick,Mariya  Swarbrick,429668,54939600893,16.36 zł,22/10/2023,false,
Ambros,Deerdre,Brenstuhl,Ambros Deerdre Brenstuhl,241914,35105348999,22.00 zł,11/10/2023,true,23/10/2023
Huberto,Yurik,Sibbson,Huberto Yurik Sibbson,525280,53674054794,0.00 zł,,false,
Maximilianus,,Bedwell,Maximilianus  Bedwell,874312,91669609819,29.13 zł,14/10/2023,false,
Sloan,,Bream,Sloan  Bream,927265,84846498123,18.86 zł,9/11/2023,false,
Dyanna,,Buckleigh,Dyanna  Buckleigh,337790,16891802251,35.62 zł,5/10/2023,false,
Patrizio,Evangelin,Doud,Patrizio Evangelin Doud,946712,30555902543,0.00 zł,,false,
Emilee,Delilah,Millbank,Emilee Delilah Millbank,031250,50083625443,19.36 zł,1/11/2023,false,
Gardner,Rozalin,Chipperfield,Gardner Rozalin Chipperfield,135067,85504108953,0.00 zł,,false,
Catlin,King,Sauvage,Catlin King Sauvage,821091,60278900940,22.00 zł,12/11/2023,true,22/11/2023
Sapphira,Lilias,Ilem,Sapphira Lilias Ilem,377157,20420013284,22.00 zł,1/10/2023,true,15/10/2023
Rockie,Rufus,Wedderburn,Rockie Rufus Wedderburn,512043,08746537614,22.00 zł,14/11/2023,true,11/12/2023
Barton,,Aronow,Barton  Aronow,469800,06417367631,26.36 zł,5/11/2023,false,
Sofie,,Found,Sofie  Found,064619,09293381097,22.00 zł,13/11/2023,true,10/12/2023
Rodrigo,Roderigo,McLugaish,Rodrigo Roderigo McLugaish,677626,39563503213,29.09 zł,25/10/2023,false,
Andreas,Vonny,Collumbine,Andreas Vonny Collumbine,939799,15026804148,22.00 zł,23/10/2023,true,28/10/2023
Ronni,Tynan,Ruseworth,Ronni Tynan Ruseworth,804319,67000642145,28.25 zł,22/10/2023,false,
Irvine,Tersina,Jeandel,Irvine Tersina Jeandel,581858,42392933842,0.00 zł,,false,
Hollie,Rickey,Lamminam,Hollie Rickey Lamminam,971970,51131554765,0.00 zł,,false,
Tamarah,,Penritt,Tamarah  Penritt,177196,27746918671,22.00 zł,13/10/2023,true,6/11/2023
Elna,,Fydoe,Elna  Fydoe,784508,51323906129,22.00 zł,3/10/2023,true,31/10/2023
Bing,,Dods,Bing  Dods,908569,61183549032,0.00 zł,,false,
Leticia,,Alderson,Leticia  Alderson,204200,18995799122,22.24 zł,4/11/2023,false,
Davidde,Walliw,Gianulli,Davidde Walliw Gianulli,041401,02698577653,26.70 zł,14/10/2023,false,
Nancy,Dulcine,Toyne,Nancy Dulcine Toyne,878941,96197586653,18.64 zł,20/10/2023,false,
Boniface,Charlton,Drought,Boniface Charlton Drought,761734,21547554147,0.00 zł,,false,
Thibaut,,Cronshaw,Thibaut  Cronshaw,504582,77976938692,24.76 zł,4/10/2023,false,
Quinton,Otis,McCullogh,Quinton Otis McCullogh,148685,96026112752,22.00 zł,7/10/2023,true,29/10/2023
Alexi,Cece,Willmett,Alexi Cece Willmett,918490,32631067860,0.00 zł,,false,
Lorene,,Overthrow,Lorene  Overthrow,291591,05304708417,25.89 zł,3/10/2023,false,
Ernestus,Hal,Boldry,Ernestus Hal Boldry,883401,08952424720,0.00 zł,,false,
Morgen,,Icke,Morgen  Icke,794037,85281427315,0.00 zł,,false,
Vivyanne,,Rapelli,Vivyanne  Rapelli,184791,90479744498,22.52 zł,5/10/2023,false,
Shina,Addy,Brandt,Shina Addy Brandt,569101,09204291607,21.31 zł,3/10/2023,false,
Reine,Marika,Daoust,Reine Marika Daoust,654498,09145274477,20.29 zł,28/10/2023,false,
Whitney,Tarrah,Reams,Whitney Tarrah Reams,867858,24712433890,26.00 zł,9/11/2023,false,
Marie-ann,,Belamy,Marie-ann  Belamy,964436,06072526436,23.67 zł,17/10/2023,false,
Burgess,,Trout,Burgess  Trout,293022,81910982467,28.35 zł,25/10/2023,false,
Dalenna,,Midford,Dalenna  Midford,061009,18419713561,0.00 zł,,false,
Mason,Sheryl,Dominka,Mason Sheryl Dominka,833101,01155751168,19.62 zł,7/10/2023,false,
Almire,,Nannoni,Almire  Nannoni,600891,83198366840,33.24 zł,15/10/2023,false,
Filberto,Granthem,Matis,Filberto Granthem Matis,187608,57569896947,0.00 zł,,false,
Gay,Giulio,Delahunty,Gay Giulio Delahunty,228698,36754698275,0.00 zł,,false,
Shandy,Pearce,Raynes,Shandy Pearce Raynes,575791,36722155102,20.02 zł,21/10/2023,false,
Angelica,Biddy,Blinder,Angelica Biddy Blinder,872947,47728677142,18.62 zł,5/10/2023,false,
Nancie,,Amthor,Nancie  Amthor,813330,82937977012,22.00 zł,24/10/2023,true,31/10/2023
Raimundo,,Glackin,Raimundo  Glackin,134247,39182756414,0.00 zł,,false,
Blane,,Beach,Blane  Beach,935563,45802027884,22.00 zł,20/10/2023,true,29/10/2023
Alanna,Correy,Frankema,Alanna Correy Frankema,936737,22957058942,13.28 zł,17/10/2023,false,
Cicily,Alina,Bottell,Cicily Alina Bottell,721238,11535789934,0.00 zł,,false,
Carlita,Westbrooke,Aspey,Carlita Westbrooke Aspey,657124,96649348521,0.00 zł,,false,
Didi,,Pellett,Didi  Pellett,809910,62048032803,22.12 zł,4/11/2023,false,
Jeanelle,Lishe,Claye,Jeanelle Lishe Claye,831916,21650734003,0.00 zł,,false,
Jacquelin,,Gennings,Jacquelin  Gennings,962355,22909419675,0.00 zł,,false,
Clari,Kylie,Coppin,Clari Kylie Coppin,029452,70985302010,10.20 zł,24/10/2023,false,
Karee,Tynan,Huxley,Karee Tynan Huxley,436522,00233585891,27.37 zł,30/10/2023,false,
Johan,Linnie,Guthrum,Johan Linnie Guthrum,955131,81633744299,22.15 zł,28/10/2023,false,
Jennette,,Kerner,Jennette  Kerner,743960,44691733808,16.73 zł,16/11/2023,false,
Wanids,,Slides,Wanids  Slides,100100,57912667367,17.20 zł,17/11/2023,false,
Joey,Joyce,Loade,Joey Joyce Loade,785053,44328046712,21.44 zł,15/10/2023,false,
